"","prs","acts"
"1",2.19274282455444,2.298
"2",2.25137400627136,2.152
"3",2.10399770736694,2.025
"4",1.99462306499481,2.038
"5",2.05372714996338,1.972
"6",1.99859571456909,2.063
"7",1.98841452598572,2.14
"8",2.16104412078857,2.098
"9",2.10165357589722,2.046
"10",2.04493856430054,1.994
